序号,传输方向,时间标识,ID(HEX),帧格式,帧类型,数据长度,数据(HEX),
2035,接收,354.2336,00000101 H,标准帧,数据帧,8,10 CA 5F 25 AC A6 B2 BB ,
2036,接收,354.2338,00000101 H,标准帧,数据帧,8,14 CA 97 2A AC AB B2 A5 ,
2037,接收,354.2340,00000101 H,标准帧,数据帧,8,18 CA AF 2B 3C AB 72 97 ,
2038,接收,354.2342,00000101 H,标准帧,数据帧,8,1C CA 97 27 0C AC 32 91 ,
2039,接收,354.2345,00000102 H,标准帧,数据帧,8,00 00 4C 01 20 05 00 13 ,
2040,接收,354.2347,00000102 H,标准帧,数据帧,8,04 CC D3 32 6C CE 73 44 ,
2041,接收,354.2349,00000102 H,标准帧,数据帧,8,08 CC 8B 33 4C CD F3 35 ,
2042,接收,354.2352,00000102 H,标准帧,数据帧,8,0C CD 0F 33 2C CB 33 30 ,
2043,接收,354.2354,00000102 H,标准帧,数据帧,8,10 CA 63 29 5C AA 72 90 ,
2044,接收,354.2356,00000102 H,标准帧,数据帧,8,14 CA 2B 28 9C AB B2 92 ,
2045,接收,354.2359,00000102 H,标准帧,数据帧,8,18 CA BB 2A 4C A8 72 B1 ,
2046,接收,354.2361,00000102 H,标准帧,数据帧,8,1C CA 97 2A FC A6 B2 89 ,
2047,接收,354.3253,00000020 H,标准帧,数据帧,1,F8 ,
2048,接收,354.3321,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF 73 3A ,
2049,接收,354.3324,00000100 H,标准帧,数据帧,8,04 CD 3B 34 4C D0 73 2E ,
2050,接收,354.3326,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD B3 37 ,
2051,接收,354.3328,00000100 H,标准帧,数据帧,8,0C CC BB 32 5C D2 B3 32 ,
2052,接收,354.3331,00000100 H,标准帧,数据帧,8,10 C9 E7 2A 0C A7 F2 A7 ,
2053,接收,354.3333,00000100 H,标准帧,数据帧,8,14 CA 8B 27 EC A9 32 9F ,
2054,接收,354.3335,00000100 H,标准帧,数据帧,8,18 CA BF 2A 5C AC 32 62 ,
2055,接收,354.3337,00000100 H,标准帧,数据帧,8,1C CA 8F 28 DC AC 32 8B ,
2056,接收,354.3340,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CC F3 3F ,
2057,接收,354.3342,00000101 H,标准帧,数据帧,8,04 CC BF 34 3C CE F3 48 ,
2058,接收,354.3345,00000101 H,标准帧,数据帧,8,08 CC 83 34 7C D0 73 2D ,
2059,接收,354.3347,00000101 H,标准帧,数据帧,8,0C CD 23 31 DC CC F3 3C ,
2060,接收,354.3349,00000101 H,标准帧,数据帧,8,10 CA 5F 25 9C A6 F2 B7 ,
2061,接收,354.3351,00000101 H,标准帧,数据帧,8,14 CA 93 2A BC AC 72 A7 ,
2062,接收,354.3354,00000101 H,标准帧,数据帧,8,18 CA B7 2B 2C AB F2 95 ,
2063,接收,354.3356,00000101 H,标准帧,数据帧,8,1C CA 93 27 0C AC 32 90 ,
2064,接收,354.3358,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 80 13 ,
2065,接收,354.3361,00000102 H,标准帧,数据帧,8,04 CC C7 32 9C CE 33 46 ,
2066,接收,354.3363,00000102 H,标准帧,数据帧,8,08 CC 83 33 2C CD 33 36 ,
2067,接收,354.3365,00000102 H,标准帧,数据帧,8,0C CD 17 33 4C CB 33 2D ,
2068,接收,354.3368,00000102 H,标准帧,数据帧,8,10 CA 6F 29 AC AB B2 92 ,
2069,接收,354.3370,00000102 H,标准帧,数据帧,8,14 CA 27 28 9C AB 72 8F ,
2070,接收,354.3372,00000102 H,标准帧,数据帧,8,18 CA B3 2A 1C A8 72 B3 ,
2071,接收,354.3374,00000102 H,标准帧,数据帧,8,1C CA 93 2A DC A7 32 8B ,
2072,接收,354.4266,00000020 H,标准帧,数据帧,1,F8 ,
2073,接收,354.4335,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 73 39 ,
2074,接收,354.4337,00000100 H,标准帧,数据帧,8,04 CD 37 34 7C D1 33 2F ,
2075,接收,354.4339,00000100 H,标准帧,数据帧,8,08 CD 33 33 0C CD 73 38 ,
2076,接收,354.4342,00000100 H,标准帧,数据帧,8,0C CC BB 32 5C D2 B3 33 ,
2077,接收,354.4344,00000100 H,标准帧,数据帧,8,10 C9 DF 2A 1C A7 B2 A6 ,
2078,接收,354.4346,00000100 H,标准帧,数据帧,8,14 CA 87 27 DC A8 F2 9E ,
2079,接收,354.4349,00000100 H,标准帧,数据帧,8,18 CA C3 2A 8C AC 72 63 ,
2080,接收,354.4351,00000100 H,标准帧,数据帧,8,1C CA 8F 28 AC AC 72 8B ,
2081,接收,354.4353,00000101 H,标准帧,数据帧,8,00 00 4C 01 5C CD 33 42 ,
2082,接收,354.4356,00000101 H,标准帧,数据帧,8,04 CC C7 34 1C CE 73 49 ,
2083,接收,354.4358,00000101 H,标准帧,数据帧,8,08 CC 87 34 BC CF F3 2A ,
2084,接收,354.4360,00000101 H,标准帧,数据帧,8,0C CD 1B 31 EC CD 33 39 ,
2085,接收,354.4362,00000101 H,标准帧,数据帧,8,10 CA 57 25 7C A6 F2 BB ,
2086,接收,354.4365,00000101 H,标准帧,数据帧,8,14 CA 97 2A CC AD 32 A5 ,
2087,接收,354.4367,00000101 H,标准帧,数据帧,8,18 CA B3 2B 0C AB B2 99 ,
2088,接收,354.4369,00000101 H,标准帧,数据帧,8,1C CA 8B 26 EC AC 72 91 ,
2089,接收,354.4372,00000102 H,标准帧,数据帧,8,00 00 50 01 20 05 00 14 ,
2090,接收,354.4374,00000102 H,标准帧,数据帧,8,04 CC D7 32 6C CE B3 47 ,
2091,接收,354.4376,00000102 H,标准帧,数据帧,8,08 CC 93 33 1C CD F3 32 ,
2092,接收,354.4379,00000102 H,标准帧,数据帧,8,0C CD 17 33 5C CB 33 2E ,
2093,接收,354.4381,00000102 H,标准帧,数据帧,8,10 CA 67 29 9C AB B2 92 ,
2094,接收,354.4383,00000102 H,标准帧,数据帧,8,14 CA 37 28 9C AB F2 90 ,
2095,接收,354.4385,00000102 H,标准帧,数据帧,8,18 CA B3 2A 0C A8 B2 B3 ,
2096,接收,354.4388,00000102 H,标准帧,数据帧,8,1C CA 97 2B 0C A6 B2 8A ,
2097,接收,354.4467,00000020 H,标准帧,数据帧,1,FA ,
2098,接收,354.4513,00000200 H,标准帧,数据帧,8,00 73 75 CD AF FE BF FA ,
2099,接收,354.4515,00000200 H,标准帧,数据帧,8,04 FF EF FF BF FE DD 3B ,
2100,接收,354.4518,00000201 H,标准帧,数据帧,8,00 75 05 D1 0F FF 7F FD ,
2101,接收,354.4520,00000201 H,标准帧,数据帧,8,04 74 D5 D3 7F FE DD 34 ,
2102,接收,354.4523,00000202 H,标准帧,数据帧,8,00 73 FF FF DF FF 7F FD ,
2103,接收,354.4525,00000202 H,标准帧,数据帧,8,04 74 09 CD 8F FF 1D 09 ,
2104,接收,354.4869,00000040 H,标准帧,数据帧,5,02 00 00 00 00 ,
2105,接收,354.4889,00000302 H,标准帧,数据帧,4,00 00 00 00 ,
2106,接收,354.5480,00000020 H,标准帧,数据帧,1,F8 ,
2107,接收,354.5549,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 3A ,
2108,接收,354.5551,00000100 H,标准帧,数据帧,8,04 CD 37 34 4C D0 B3 2F ,
2109,接收,354.5553,00000100 H,标准帧,数据帧,8,08 CD 33 33 0C CD B3 37 ,
2110,接收,354.5556,00000100 H,标准帧,数据帧,8,0C CC B7 32 4C D2 B3 33 ,
2111,接收,354.5558,00000100 H,标准帧,数据帧,8,10 C9 DF 2A 1C A7 F2 A8 ,
2112,接收,354.5560,00000100 H,标准帧,数据帧,8,14 CA 8B 28 0C A9 32 9C ,
2113,接收,354.5563,00000100 H,标准帧,数据帧,8,18 CA BB 2A AC AC 72 65 ,
2114,接收,354.5565,00000100 H,标准帧,数据帧,8,1C CA 93 28 9C AB F2 8A ,
2115,接收,354.5567,00000101 H,标准帧,数据帧,8,00 00 4C 01 6C CC F3 40 ,
2116,接收,354.5570,00000101 H,标准帧,数据帧,8,04 CC BF 34 1C CF 33 49 ,
2117,接收,354.5572,00000101 H,标准帧,数据帧,8,08 CC 7F 34 8C CF F3 2A ,
2118,接收,354.5574,00000101 H,标准帧,数据帧,8,0C CD 27 31 EC CC B3 38 ,
2119,接收,354.5577,00000101 H,标准帧,数据帧,8,10 CA 5F 25 9C A5 F2 B9 ,
2120,接收,354.5579,00000101 H,标准帧,数据帧,8,14 CA 8B 2A CC AD B2 A9 ,
2121,接收,354.5581,00000101 H,标准帧,数据帧,8,18 CA B3 2B 1C AB 32 94 ,
2122,接收,354.5584,00000101 H,标准帧,数据帧,8,1C CA 97 27 3C AC F2 92 ,
2123,接收,354.5586,00000102 H,标准帧,数据帧,8,00 00 48 01 30 05 00 14 ,
2124,接收,354.5588,00000102 H,标准帧,数据帧,8,04 CC CB 32 6C CE F3 46 ,
2125,接收,354.5590,00000102 H,标准帧,数据帧,8,08 CC 8F 33 2C CD B3 34 ,
2126,接收,354.5593,00000102 H,标准帧,数据帧,8,0C CD 0F 33 5C CB 73 2D ,
2127,接收,354.5595,00000102 H,标准帧,数据帧,8,10 CA 57 29 5C AA F2 91 ,
2128,接收,354.5597,00000102 H,标准帧,数据帧,8,14 CA 2B 28 BC AC 32 8F ,
2129,接收,354.5600,00000102 H,标准帧,数据帧,8,18 CA BF 2A 2C A7 F2 AF ,
2130,接收,354.5602,00000102 H,标准帧,数据帧,8,1C CA 93 2A EC A6 B2 88 ,
2131,接收,354.6494,00000020 H,标准帧,数据帧,1,F8 ,
2132,接收,354.6563,00000101 H,标准帧,数据帧,8,00 00 50 01 5C CC F3 3E ,
2133,接收,354.6565,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF B3 3A ,
2134,接收,354.6567,00000100 H,标准帧,数据帧,8,04 CD 33 34 5C D0 F3 2E ,
2135,接收,354.6570,00000100 H,标准帧,数据帧,8,08 CD 37 33 0C CD B3 38 ,
2136,接收,354.6572,00000100 H,标准帧,数据帧,8,0C CC B7 32 4C D2 B3 32 ,
2137,接收,354.6574,00000100 H,标准帧,数据帧,8,10 C9 EF 2A 6C A7 F2 A9 ,
2138,接收,354.6577,00000100 H,标准帧,数据帧,8,14 CA 8F 28 0C AA 32 A2 ,
2139,接收,354.6579,00000100 H,标准帧,数据帧,8,18 CA C7 2A 9C AC B2 64 ,
2140,接收,354.6581,00000100 H,标准帧,数据帧,8,1C CA 9B 28 BC AC 72 89 ,
2141,接收,354.6583,00000101 H,标准帧,数据帧,8,04 CC BF 33 FC CF 73 48 ,
2142,接收,354.6586,00000101 H,标准帧,数据帧,8,08 CC 8B 34 9C CF 73 2B ,
2143,接收,354.6588,00000101 H,标准帧,数据帧,8,0C CD 27 31 FC CC B3 38 ,
2144,接收,354.6590,00000101 H,标准帧,数据帧,8,10 CA 5F 25 6C A5 B2 B9 ,
2145,接收,354.6593,00000101 H,标准帧,数据帧,8,14 CA 93 2A DC AD 72 A8 ,
2146,接收,354.6595,00000101 H,标准帧,数据帧,8,18 CA AF 2B 0C AB 32 93 ,
2147,接收,354.6597,00000101 H,标准帧,数据帧,8,1C CA 93 27 1C AC F2 94 ,
2148,接收,354.6600,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 14 ,
2149,接收,354.6602,00000102 H,标准帧,数据帧,8,04 CC C7 32 5C CE 73 4A ,
2150,接收,354.6604,00000102 H,标准帧,数据帧,8,08 CC 93 33 1C CC F3 33 ,
2151,接收,354.6606,00000102 H,标准帧,数据帧,8,0C CD 0F 33 4C CB 73 2F ,
2152,接收,354.6609,00000102 H,标准帧,数据帧,8,10 CA 57 29 6C AA B2 8E ,
2153,接收,354.6611,00000102 H,标准帧,数据帧,8,14 CA 37 28 CC AC 72 93 ,
2154,接收,354.6613,00000102 H,标准帧,数据帧,8,18 CA BB 29 FC A7 F2 AF ,
2155,接收,354.6616,00000102 H,标准帧,数据帧,8,1C CA 8B 2A EC A6 B2 88 ,
2156,接收,354.7507,00000020 H,标准帧,数据帧,1,F8 ,
2157,接收,354.7576,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD B3 40 ,
2158,接收,354.7578,00000100 H,标准帧,数据帧,8,00 00 44 01 9C CF F3 37 ,
2159,接收,354.7581,00000100 H,标准帧,数据帧,8,04 CD 3B 34 5C CF F3 2D ,
2160,接收,354.7583,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD B3 39 ,
2161,接收,354.7585,00000100 H,标准帧,数据帧,8,0C CC B7 32 6C D2 B3 34 ,
2162,接收,354.7588,00000100 H,标准帧,数据帧,8,10 C9 E7 2A 0C A7 F2 A9 ,
2163,接收,354.7590,00000100 H,标准帧,数据帧,8,14 CA 93 27 FC A9 72 A1 ,
2164,接收,354.7592,00000100 H,标准帧,数据帧,8,18 CA C3 2A AC AD 32 65 ,
2165,接收,354.7595,00000100 H,标准帧,数据帧,8,1C CA 8F 28 AC AC 72 8A ,
2166,接收,354.7597,00000101 H,标准帧,数据帧,8,04 CC C7 34 0C CE 73 47 ,
2167,接收,354.7599,00000101 H,标准帧,数据帧,8,08 CC 87 34 9C D0 33 2B ,
2168,接收,354.7601,00000101 H,标准帧,数据帧,8,0C CD 27 31 DC CD 33 3A ,
2169,接收,354.7604,00000101 H,标准帧,数据帧,8,10 CA 63 25 5C A5 72 B6 ,
2170,接收,354.7606,00000101 H,标准帧,数据帧,8,14 CA 97 2A CC AD 72 A9 ,
2171,接收,354.7608,00000101 H,标准帧,数据帧,8,18 CA B7 2A FC AA F2 96 ,
2172,接收,354.7611,00000101 H,标准帧,数据帧,8,1C CA 87 27 1C AD 72 91 ,
2173,接收,354.7613,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
2174,接收,354.7615,00000102 H,标准帧,数据帧,8,04 CC D7 32 5C CD F3 45 ,
2175,接收,354.7618,00000102 H,标准帧,数据帧,8,08 CC 8B 33 3C CD B3 33 ,
2176,接收,354.7620,00000102 H,标准帧,数据帧,8,0C CD 17 33 3C CA F3 30 ,
2177,接收,354.7622,00000102 H,标准帧,数据帧,8,10 CA 6F 29 8C AB 32 91 ,
2178,接收,354.7625,00000102 H,标准帧,数据帧,8,14 CA 37 28 CC AB F2 90 ,
2179,接收,354.7627,00000102 H,标准帧,数据帧,8,18 CA B3 2A 1C A8 72 B0 ,
2180,接收,354.7629,00000102 H,标准帧,数据帧,8,1C CA 9B 2B 0C A6 B2 8A ,
2181,接收,354.8521,00000020 H,标准帧,数据帧,1,F8 ,
2182,接收,354.8589,00000101 H,标准帧,数据帧,8,00 00 4C 01 5C CD 33 3E ,
2183,接收,354.8592,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF 73 37 ,
2184,接收,354.8594,00000100 H,标准帧,数据帧,8,04 CD 2F 34 5C D0 B3 2E ,
2185,接收,354.8596,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD 73 38 ,
2186,接收,354.8599,00000100 H,标准帧,数据帧,8,0C CC BB 32 5C D2 B3 31 ,
2187,接收,354.8601,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 5C A8 72 AB ,
2188,接收,354.8603,00000100 H,标准帧,数据帧,8,14 CA 93 28 0C A9 B2 9F ,
2189,接收,354.8606,00000100 H,标准帧,数据帧,8,18 CA C7 2A BC AC B2 64 ,
2190,接收,354.8608,00000100 H,标准帧,数据帧,8,1C CA 93 28 AC AB F2 8B ,
2191,接收,354.8610,00000101 H,标准帧,数据帧,8,04 CC BF 34 2C CF 33 4A ,
2192,接收,354.8613,00000101 H,标准帧,数据帧,8,08 CC 8B 34 7C CF B3 2A ,
2193,接收,354.8615,00000101 H,标准帧,数据帧,8,0C CD 27 31 FC CC F3 3A ,
2194,接收,354.8617,00000101 H,标准帧,数据帧,8,10 CA 63 25 8C A6 32 B7 ,
2195,接收,354.8619,00000101 H,标准帧,数据帧,8,14 CA 87 2A BC AD 32 A9 ,
2196,接收,354.8622,00000101 H,标准帧,数据帧,8,18 CA BB 2B 1C AB 72 94 ,
2197,接收,354.8624,00000101 H,标准帧,数据帧,8,1C CA 8B 27 0C AC F2 92 ,
2198,接收,354.8626,00000102 H,标准帧,数据帧,8,00 00 48 01 30 05 00 14 ,
2199,接收,354.8629,00000102 H,标准帧,数据帧,8,04 CC CB 32 5C CE B3 49 ,
2200,接收,354.8631,00000102 H,标准帧,数据帧,8,08 CC 8F 33 1C CD 73 34 ,
2201,接收,354.8633,00000102 H,标准帧,数据帧,8,0C CD 0F 33 6C CA F3 30 ,
2202,接收,354.8636,00000102 H,标准帧,数据帧,8,10 CA 5B 29 9C AB 32 92 ,
2203,接收,354.8638,00000102 H,标准帧,数据帧,8,14 CA 37 28 CC AB F2 93 ,
2204,接收,354.8640,00000102 H,标准帧,数据帧,8,18 CA B7 2A 0C A8 B2 AE ,
2205,接收,354.8642,00000102 H,标准帧,数据帧,8,1C CA 8F 2A EC A7 72 88 ,
2206,接收,354.9534,00000020 H,标准帧,数据帧,1,F8 ,
2207,接收,354.9603,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 33 42 ,
2208,接收,354.9605,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 73 3B ,
2209,接收,354.9608,00000100 H,标准帧,数据帧,8,04 CD 3B 34 5C D0 B3 2D ,
2210,接收,354.9610,00000100 H,标准帧,数据帧,8,08 CD 33 33 2C CD 33 39 ,
2211,接收,354.9612,00000100 H,标准帧,数据帧,8,0C CC BB 32 6C D2 F3 34 ,
2212,接收,354.9614,00000100 H,标准帧,数据帧,8,10 C9 EF 2A 2C A7 F2 A8 ,
2213,接收,354.9617,00000100 H,标准帧,数据帧,8,14 CA 87 28 0C AA 32 9F ,
2214,接收,354.9619,00000100 H,标准帧,数据帧,8,18 CA C7 2A 9C AC B2 64 ,
2215,接收,354.9621,00000100 H,标准帧,数据帧,8,1C CA 93 28 BC AB B2 89 ,
2216,接收,354.9624,00000101 H,标准帧,数据帧,8,04 CC C7 34 2C CF 33 46 ,
2217,接收,354.9626,00000101 H,标准帧,数据帧,8,08 CC 87 34 AC CF B3 2A ,
2218,接收,354.9628,00000101 H,标准帧,数据帧,8,0C CD 23 31 EC CD 73 3A ,
2219,接收,354.9631,00000101 H,标准帧,数据帧,8,10 CA 57 25 7C A6 32 B8 ,
2220,接收,354.9633,00000101 H,标准帧,数据帧,8,14 CA 7F 2A AC AD 32 AA ,
2221,接收,354.9635,00000101 H,标准帧,数据帧,8,18 CA BB 2B 1C AB 32 95 ,
2222,接收,354.9637,00000101 H,标准帧,数据帧,8,1C CA 93 27 1C AD 32 91 ,
2223,接收,354.9640,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
2224,接收,354.9642,00000102 H,标准帧,数据帧,8,04 CC C3 32 3C CE B3 49 ,
2225,接收,354.9644,00000102 H,标准帧,数据帧,8,08 CC 93 33 2C CC F3 33 ,
2226,接收,354.9647,00000102 H,标准帧,数据帧,8,0C CD 17 33 6C CB 73 2F ,
2227,接收,354.9649,00000102 H,标准帧,数据帧,8,10 CA 6B 29 9C AB 72 91 ,
2228,接收,354.9651,00000102 H,标准帧,数据帧,8,14 CA 33 28 9C AB F2 8E ,
2229,接收,354.9654,00000102 H,标准帧,数据帧,8,18 CA A7 2A 1C A7 B2 AF ,
2230,接收,354.9656,00000102 H,标准帧,数据帧,8,1C CA 93 2B 0C A6 F2 8A ,
2231,接收,355.0548,00000020 H,标准帧,数据帧,1,F8 ,
2232,接收,355.0616,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF 73 37 ,
2233,接收,355.0619,00000100 H,标准帧,数据帧,8,04 CD 37 34 2C D0 73 30 ,
2234,接收,355.0621,00000100 H,标准帧,数据帧,8,08 CD 2B 33 0C CD B3 37 ,
2235,接收,355.0623,00000100 H,标准帧,数据帧,8,0C CC B7 32 4C D2 B3 34 ,
2236,接收,355.0626,00000100 H,标准帧,数据帧,8,10 C9 F7 2A 4C A7 F2 A6 ,
2237,接收,355.0628,00000100 H,标准帧,数据帧,8,14 CA 8F 28 0C A9 F2 9F ,
2238,接收,355.0630,00000100 H,标准帧,数据帧,8,18 CA CB 2A 8C AC F2 64 ,
2239,接收,355.0633,00000100 H,标准帧,数据帧,8,1C CA 97 28 AC AC 32 8A ,
2240,接收,355.0635,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 33 3E ,
2241,接收,355.0637,00000101 H,标准帧,数据帧,8,04 CC BB 34 0C CF B3 4A ,
2242,接收,355.0640,00000101 H,标准帧,数据帧,8,08 CC 8B 34 8C CF 33 2D ,
2243,接收,355.0642,00000101 H,标准帧,数据帧,8,0C CD 27 31 FC CC B3 39 ,
2244,接收,355.0644,00000101 H,标准帧,数据帧,8,10 CA 5B 25 6C A6 72 B7 ,
2245,接收,355.0646,00000101 H,标准帧,数据帧,8,14 CA 8B 2A 9C AD 32 A8 ,
2246,接收,355.0649,00000101 H,标准帧,数据帧,8,18 CA B3 2B 1C AA F2 94 ,
2247,接收,355.0651,00000101 H,标准帧,数据帧,8,1C CA 8F 27 0C AC F2 93 ,
2248,接收,355.0653,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 14 ,
2249,接收,355.0656,00000102 H,标准帧,数据帧,8,04 CC C7 32 5C CD F3 49 ,
2250,接收,355.0658,00000102 H,标准帧,数据帧,8,08 CC 93 33 5C CC F3 34 ,
2251,接收,355.0660,00000102 H,标准帧,数据帧,8,0C CD 0B 33 4C CB 33 31 ,
2252,接收,355.0663,00000102 H,标准帧,数据帧,8,10 CA 6B 29 6C AB 32 91 ,
2253,接收,355.0665,00000102 H,标准帧,数据帧,8,14 CA 2B 28 AC AB B2 91 ,
2254,接收,355.0667,00000102 H,标准帧,数据帧,8,18 CA B3 2A 0C A8 B2 B0 ,
2255,接收,355.0669,00000102 H,标准帧,数据帧,8,1C CA 97 2A FC A6 F2 89 ,
2256,接收,355.1561,00000020 H,标准帧,数据帧,1,F8 ,
2257,接收,355.1630,00000100 H,标准帧,数据帧,8,00 00 44 01 9C CF F3 39 ,
2258,接收,355.1632,00000100 H,标准帧,数据帧,8,04 CD 3B 34 6C D0 B3 2F ,
2259,接收,355.1634,00000100 H,标准帧,数据帧,8,08 CD 3B 33 1C CD B3 3A ,
2260,接收,355.1637,00000100 H,标准帧,数据帧,8,0C CC BF 32 6C D2 B3 34 ,
2261,接收,355.1639,00000100 H,标准帧,数据帧,8,10 C9 E3 2A 1C A7 B2 A7 ,
2262,接收,355.1641,00000100 H,标准帧,数据帧,8,14 CA 87 27 EC A9 72 A0 ,
2263,接收,355.1644,00000100 H,标准帧,数据帧,8,18 CA BB 2A 8C AC B2 63 ,
2264,接收,355.1646,00000100 H,标准帧,数据帧,8,1C CA 97 28 AC AB F2 8B ,
2265,接收,355.1648,00000101 H,标准帧,数据帧,8,00 00 50 01 5C CC F3 3E ,
2266,接收,355.1651,00000101 H,标准帧,数据帧,8,04 CC C7 34 2C CE 33 46 ,
2267,接收,355.1653,00000101 H,标准帧,数据帧,8,08 CC 87 34 AC CF B3 2B ,
2268,接收,355.1655,00000101 H,标准帧,数据帧,8,0C CD 23 31 FC CC 33 39 ,
2269,接收,355.1658,00000101 H,标准帧,数据帧,8,10 CA 57 25 5C A4 F2 B7 ,
2270,接收,355.1660,00000101 H,标准帧,数据帧,8,14 CA 8B 2A CC AD 32 A7 ,
2271,接收,355.1662,00000101 H,标准帧,数据帧,8,18 CA B7 2B 0C AA F2 96 ,
2272,接收,355.1664,00000101 H,标准帧,数据帧,8,1C CA 8B 27 3C AD B2 91 ,
2273,接收,355.1667,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 14 ,
2274,接收,355.1669,00000102 H,标准帧,数据帧,8,04 CC CB 32 6C CF 33 49 ,
2275,接收,355.1671,00000102 H,标准帧,数据帧,8,08 CC 8B 33 2C CD 33 33 ,
2276,接收,355.1674,00000102 H,标准帧,数据帧,8,0C CD 13 33 4C CB 73 2F ,
2277,接收,355.1676,00000102 H,标准帧,数据帧,8,10 CA 57 29 6C AA F2 91 ,
2278,接收,355.1678,00000102 H,标准帧,数据帧,8,14 CA 2F 28 BC AB F2 90 ,
2279,接收,355.1681,00000102 H,标准帧,数据帧,8,18 CA B3 2A 0C A8 32 B1 ,
2280,接收,355.1683,00000102 H,标准帧,数据帧,8,1C CA 97 2A FC A7 32 8B ,
2281,接收,355.2575,00000020 H,标准帧,数据帧,1,F8 ,
2282,接收,355.2644,00000100 H,标准帧,数据帧,8,00 00 48 01 8C D0 73 39 ,
2283,接收,355.2646,00000100 H,标准帧,数据帧,8,04 CD 3B 34 4C D0 F3 2D ,
2284,接收,355.2648,00000100 H,标准帧,数据帧,8,08 CD 2B 32 FC CD F3 38 ,
2285,接收,355.2651,00000100 H,标准帧,数据帧,8,0C CC BB 32 5C D2 B3 32 ,
2286,接收,355.2653,00000100 H,标准帧,数据帧,8,10 C9 EF 2A 2C A7 F2 A6 ,
2287,接收,355.2655,00000100 H,标准帧,数据帧,8,14 CA 8B 27 EC A9 F2 A1 ,
2288,接收,355.2658,00000100 H,标准帧,数据帧,8,18 CA C3 2A 7C AC B2 64 ,
2289,接收,355.2660,00000100 H,标准帧,数据帧,8,1C CA 8F 28 CC AC 32 8C ,
2290,接收,355.2662,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CC F3 3F ,
2291,接收,355.2664,00000101 H,标准帧,数据帧,8,04 CC CF 34 2C CF 33 46 ,
2292,接收,355.2667,00000101 H,标准帧,数据帧,8,08 CC 7F 34 7C D0 73 2F ,
2293,接收,355.2669,00000101 H,标准帧,数据帧,8,0C CD 27 31 FC CC 73 3A ,
2294,接收,355.2671,00000101 H,标准帧,数据帧,8,10 CA 63 25 6C A6 32 B8 ,
2295,接收,355.2674,00000101 H,标准帧,数据帧,8,14 CA 8F 2A AC AD F2 A9 ,
2296,接收,355.2676,00000101 H,标准帧,数据帧,8,18 CA B3 2B 1C AB 32 93 ,
2297,接收,355.2678,00000101 H,标准帧,数据帧,8,1C CA 87 27 1C AD 32 92 ,
2298,接收,355.2681,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 40 14 ,
2299,接收,355.2683,00000102 H,标准帧,数据帧,8,04 CC CB 32 6C CD F3 46 ,
2300,接收,355.2685,00000102 H,标准帧,数据帧,8,08 CC 87 33 1C CD B3 37 ,
2301,接收,355.2688,00000102 H,标准帧,数据帧,8,0C CD 13 33 4C CA F3 2E ,
2302,接收,355.2690,00000102 H,标准帧,数据帧,8,10 CA 63 29 AC AB 72 92 ,
2303,接收,355.2692,00000102 H,标准帧,数据帧,8,14 CA 33 28 AC AB F2 90 ,
2304,接收,355.2694,00000102 H,标准帧,数据帧,8,18 CA B3 29 FC A7 F2 B1 ,
2305,接收,355.2697,00000102 H,标准帧,数据帧,8,1C CA 97 2B 0C A6 F2 89 ,
2306,接收,355.3588,00000020 H,标准帧,数据帧,1,F8 ,
2307,接收,355.3657,00000100 H,标准帧,数据帧,8,00 00 44 01 8C D0 B3 39 ,
2308,接收,355.3659,00000100 H,标准帧,数据帧,8,04 CD 33 34 6C D0 B3 2E ,
2309,接收,355.3662,00000100 H,标准帧,数据帧,8,08 CD 33 33 0C CD B3 38 ,
2310,接收,355.3664,00000100 H,标准帧,数据帧,8,0C CC B7 32 3C D2 33 33 ,
2311,接收,355.3666,00000100 H,标准帧,数据帧,8,10 C9 EF 2A 4C A8 32 A7 ,
2312,接收,355.3669,00000100 H,标准帧,数据帧,8,14 CA 8F 27 EC A9 32 9F ,
2313,接收,355.3671,00000100 H,标准帧,数据帧,8,18 CA C7 2A 9C AD 32 65 ,
